passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
201,-3.53596,-3.04297,1,8
202,0.25431,5.3538,1,8
203,4.4639,3.1719,1,8
204,0.37192,-4.89307,1,7
205,1.82836,2.22934,1,7
206,4.5836,2.3984,1,8
207,3.13518,-1.42466,1,8
208,-1.54664,5.3158,1,8
209,2.04105,-4.1626,1,9
210,0.38172,2.23205,1,6
211,-3.09925,-4.83625,1,5
212,-2.33115,-3.52472,1,7
213,3.51947,-4.65686,1,6
214,1.58396,1.05247,1,7
215,-2.37378,-0.49172,1,7
216,-1.30847,-5.10328,1,7
217,-0.34948,1.88092,1,6
218,-3.85278,-1.62676,1,6
219,4.03097,3.68024,1,6
220,-3.43021,2.15211,1,8
221,-2.13649,-2.02399,1,8
222,-4.92571,-2.54018,1,5
223,1.28528,2.05368,1,7
224,1.36572,3.17891,1,10
225,-2.73123,1.45365,1,8
226,4.05968,1.19918,1,6
227,3.2941,-1.47821,1,7
228,5.39974,1.94288,1,8
229,1.655,-5.10156,1,8
230,5.05208,-0.7386,1,7
231,-0.10493,-2.63832,1,7
232,-0.36521,4.77133,1,6
233,0.1328,-5.5651,1,7
234,-5.52263,1.71107,1,7
235,-2.41768,4.33064,1,7
236,2.31234,-2.37564,1,7
237,1.18133,-3.19319,1,9
238,-1.02536,4.75878,1,7
239,-0.84615,5.09733,1,6
240,-3.33727,1.19424,1,8
241,3.758,3.31793,1,7
242,-3.10081,3.11916,1,8
243,-5.49477,0.22191,1,7
244,-2.20211,-4.5235,1,7
245,5.23353,2.36138,1,6
246,1.33892,2.12256,1,5
247,-4.01573,3.80328,1,5
248,-5.74397,1.12291,1,8
249,4.49111,-1.19986,1,8
250,1.19942,-0.97534,1,7
251,-1.26158,-1.3377,1,6
252,1.43421,-3.75683,1,6
253,4.18382,0.46096,1,8
254,-3.58402,2.35065,1,5
255,4.50141,-2.23277,1,7
256,-4.51119,-2.71601,1,5
257,5.16566,1.8076,1,7
258,-2.54653,-2.73004,1,6
259,-3.04856,3.70282,1,8
260,-3.92842,-0.27712,1,7
261,-0.28384,5.16235,1,7
262,2.9607,3.53574,1,7
263,-3.10798,3.55868,1,6
264,3.20046,2.2568,1,5
265,-3.67764,3.18402,1,7
266,5.05563,-2.44512,1,7
267,-4.68258,-1.52254,1,8
268,0.52512,2.51283,1,9
269,-0.15528,-2.28491,1,6
270,-0.45993,-4.99029,1,7
271,1.11704,-3.60604,1,7
272,-1.5049,-3.25688,1,6
273,5.63287,-0.74841,1,6
274,2.5009,5.01524,1,6
275,-4.67712,2.75058,1,5
276,-3.78158,0.09661,1,8
277,1.41225,4.67781,1,6
278,-3.5162,3.17757,1,7
279,2.98643,-1.13172,1,8
280,-4.08978,-2.32937,1,8
281,1.55994,-5.78494,1,8
282,-0.40805,1.96329,1,8
283,-2.31809,-2.21196,1,7
284,0.52298,3.62592,1,8
285,1.09215,5.29988,1,9
286,4.06996,-0.81215,1,8
287,-0.60027,2.00165,1,7
288,0.54492,3.5629,1,8
289,-1.03251,5.40499,1,7
290,5.13691,0.88589,1,5
291,-3.11098,-1.408,1,7
292,2.68389,4.43136,1,8
293,-2.59873,4.59793,1,6
294,-0.20684,-2.7121,1,6
295,3.88543,-4.51587,1,8
296,0.45519,3.2974,1,8
297,-4.7542,-0.43451,1,7
298,5.04478,2.78724,1,7
299,3.42532,3.49544,1,6
300,-3.01672,2.74831,1,7
301,-2.22682,-3.27067,1,8
302,-0.63165,1.87126,1,8
303,1.92341,1.13691,1,6
304,-3.8317,1.6669,1,6
305,-5.77328,-0.21797,1,6
306,2.30192,-2.19713,1,8
307,-2.37978,5.09025,1,8
308,-2.31287,4.91028,1,8
309,2.62397,1.11467,1,5
310,-2.97226,1.98958,1,7
311,1.64944,3.74002,1,6
312,-4.8726,-2.74012,1,7
313,-4.64533,1.44004,1,5
314,1.24676,5.34157,1,7
315,4.33751,0.45989,1,6
316,4.67407,-0.24723,1,8
317,4.1452,-0.62198,1,5
318,2.40367,2.27795,1,9
319,3.43476,-3.36471,1,7
320,4.64301,-0.33584,1,7
321,-0.03196,5.61464,1,8
322,3.05755,-4.90977,1,7
323,-4.60573,-0.64412,1,6
324,-5.00425,-0.79547,1,9
325,3.34299,2.0763,1,7
326,-4.80136,1.42367,1,8
327,5.98601,-0.32762,1,8
328,3.91321,4.32142,1,7
329,1.6536,-2.06938,1,7
330,4.2964,-3.93118,1,8
331,1.61907,0.96608,1,6
332,-0.36761,-1.72187,1,7
333,2.8655,0.19911,1,7
334,-2.36533,2.6364,1,7
335,4.18001,-4.24414,1,7
336,4.3705,-3.87177,1,6
337,5.22239,-0.87185,1,6
338,-4.65306,1.27607,1,7
339,-1.16919,5.79507,1,8
340,-4.63969,-0.25006,1,7
341,-2.80838,1.24867,1,7
342,-1.32943,-2.23309,1,8
343,4.87861,-2.05573,1,7
344,-4.24665,1.4188,1,8
345,3.98857,-3.73207,1,7
346,2.05901,-4.98025,1,7
347,1.80724,4.64783,1,6
348,-2.83566,-4.51936,1,7
349,2.88845,-4.13905,1,7
350,-2.34792,-3.34785,1,8
351,2.73805,-4.77184,1,9
352,-5.56617,1.47615,1,8
353,-5.26849,0.85535,1,6
354,0.14369,-2.26424,1,9
355,-4.56221,-3.67259,1,7
356,2.87673,-3.17449,1,8
357,-5.24518,2.15021,1,7
358,1.209,-1.91195,1,9
359,-3.82242,-4.39368,1,8
360,3.14553,1.21705,1,9
361,-0.84576,-3.96806,1,7
362,3.03433,-4.02157,1,6
363,-0.57118,2.23355,1,9
364,1.42377,2.69135,1,7
365,-3.92973,-2.54633,1,5
366,3.846,-0.67864,1,7
367,-2.17835,1.04678,1,7
368,1.40353,0.7877,1,6
369,2.58326,5.08149,1,6
370,-0.27642,-4.97187,1,7
371,3.24481,1.62909,1,7
372,-4.73751,3.1162,1,6
373,-5.52534,2.08911,1,9
374,1.89292,-1.19116,1,7
375,3.12433,1.13126,1,7
376,4.39616,0.89455,1,8
377,4.77865,-3.23826,1,7
378,-3.12718,0.58002,1,7
379,3.69605,4.48969,1,7
380,0.94492,-5.63651,1,6
381,-1.43295,3.40751,1,7
382,-2.04676,-2.3796,1,7
383,-2.5656,-1.36234,1,8
384,0.82358,1.85127,1,8
385,3.67829,-4.58125,1,6
386,-2.39029,1.22124,1,6
387,-0.0214,-5.88,1,8
388,3.32001,-1.63496,1,8
389,-0.84209,1.8822,1,6
390,2.25588,-4.98097,1,7
391,-4.11751,-3.52291,1,8
392,-0.11553,4.22775,1,8
393,-1.64094,-5.06204,1,8
394,3.60538,3.81102,1,6
395,-3.50718,2.27169,1,6
396,2.82688,1.95513,1,6
397,1.53946,2.16543,1,6
398,-1.90891,5.41492,1,6
399,-0.23862,-2.20519,1,8
400,3.41683,3.88153,1,5
401,2.10074,-0.67724,1,8
402,-3.71789,3.32239,1,6
403,-0.22624,2.0576,1,8
404,0.24895,2.4378,1,8
405,-2.17213,3.68438,1,7
406,-0.55938,2.16088,1,8
407,1.36237,1.21341,1,7
408,1.68046,4.58401,1,7
409,3.88365,-4.16886,1,8
410,-2.78785,-3.28435,1,6
411,-0.26872,5.51805,1,7
412,4.08286,-3.08359,1,8
413,-1.61656,-5.57911,1,8
414,-3.91306,4.45224,1,6
415,4.67104,-0.53071,1,7
416,-0.43249,5.83035,1,6
417,-4.65929,2.0848,1,8
418,-4.22476,-0.29004,1,7
419,4.90706,-3.00881,1,9
420,-4.47093,-1.34986,1,6
421,-0.03333,-3.21277,1,7
422,2.88451,2.65994,1,7
423,2.73281,-3.00469,1,7
424,2.74584,-0.4974,1,10
425,1.34262,-1.13627,1,6
426,0.5267,1.93603,1,7
427,4.63914,-1.90348,1,7
428,-1.2945,3.02367,1,7
429,2.56435,0.89777,1,6
430,2.81738,0.99036,1,6
431,5.39553,-0.86911,1,7
432,-5.42103,1.72029,1,5
433,3.65657,-2.05251,1,4
434,5.08394,1.18615,1,8
435,0.22995,-4.64806,1,7
436,2.8226,3.28182,1,8
437,-1.72203,4.58619,1,7
438,-5.55149,1.85375,1,8
439,2.65098,-4.72279,1,8
440,2.81344,-2.86121,1,7
441,-0.72077,-3.19618,1,7
442,-0.68724,1.36611,1,7
443,1.5567,-3.10762,1,6
444,1.33342,5.78966,1,8
445,-3.49695,-2.08026,1,7
446,4.44773,0.83398,1,7
447,1.51507,-1.45032,1,7
448,-1.74077,-2.00483,1,8
449,0.27807,5.95286,1,7
450,-2.78887,3.54302,1,7
451,-3.11551,0.0878,1,6
452,1.23907,-4.73076,1,6
453,-5.15865,0.41167,1,7
454,-2.33056,-3.71918,1,8
455,3.64978,0.1644,1,7
456,-0.63657,5.12045,1,6
457,-1.02053,-2.36703,1,7
458,5.15238,-0.1402,1,8
459,-3.96518,-1.28014,1,8
460,0.65554,4.38798,1,8
461,-2.4864,-4.15,1,8
462,4.72388,-2.99102,1,6
463,0.62027,-3.53636,1,6
464,3.4421,3.72771,1,8
465,-1.45073,2.01995,1,8
466,-2.72691,3.1009,1,7
467,4.71396,-2.0575,1,7
468,-4.26731,3.75166,1,7
469,-4.57313,-0.37468,1,8
470,-3.20304,3.65612,1,7
471,4.46666,-0.51196,1,7
472,1.32518,3.48759,1,8
473,3.30284,4.45937,1,8
474,-2.59548,3.85935,1,8
475,3.03935,1.34884,1,6
476,-0.27072,-5.39252,1,6
477,4.94802,2.43554,1,7
478,1.49668,-3.91086,1,8
479,4.81439,-1.41727,1,7
480,-2.30366,-0.30153,1,8
481,2.92507,-4.25214,1,6
482,-2.32335,-2.86497,1,6
483,-0.49067,1.66435,1,6
484,1.47126,-4.88702,1,7
485,4.44226,-1.00981,1,4
486,4.22737,-3.51189,1,7
487,-1.15474,2.19206,1,7
488,-5.9728,0.31047,1,7
489,3.5611,0.88944,1,7
490,-0.80146,-2.47555,1,7
491,-0.12382,1.91437,1,8
492,-3.0233,1.98457,1,6
493,-1.83235,2.44463,1,6
494,3.83129,2.63715,1,6
495,4.6445,3.60891,1,6
496,-0.5666,-3.04071,1,6
497,-3.65446,0.05278,1,9
498,-1.9044,-2.75766,1,6
499,-2.79007,-1.90102,1,5
500,-4.3065,2.62554,1,8
501,3.98518,4.06383,1,7
502,1.01977,4.57477,1,5
503,0.93791,3.85917,1,8
504,0.78036,-4.00127,1,8
505,2.64309,-3.73194,1,7
506,3.50902,-0.49635,1,7
507,-2.48765,-2.18146,1,7
508,-4.9403,-2.92458,1,7
509,-4.26592,-1.14684,1,9
510,1.19973,-2.20152,1,7
511,2.54478,-3.87703,1,8
512,-0.16597,3.26477,1,7
513,0.97441,1.21762,1,7
514,4.36688,-1.57759,1,6
515,-1.66121,-3.40288,1,5
516,2.53471,-4.34581,1,6
517,1.25344,-4.62614,1,9
518,-2.64547,-1.05568,1,6
519,3.51525,0.25276,1,7
520,-2.23523,4.62756,1,6
521,2.82692,2.9655,1,7
522,-2.57517,-0.4067,1,8
523,-2.43784,-1.47578,1,7
524,1.67732,4.89164,1,8
525,-4.79375,-0.58757,1,8
526,0.54354,-4.54967,1,7
527,1.83605,0.87271,1,8
528,-2.18635,3.25286,1,9
529,-1.90068,3.69877,1,6
530,-2.89159,-3.68924,1,7
531,-0.40563,-5.05751,1,7
532,-3.9797,3.262,1,7
533,3.80061,-2.79018,1,8
534,1.23569,-3.14005,1,8
535,3.16127,2.45698,1,7
536,4.98023,1.90397,1,7
537,-3.40407,2.52498,1,8
538,3.96234,0.4273,1,8
539,-3.61554,-4.24479,1,9
540,-3.42608,-4.90882,1,9
541,1.15499,-3.88548,1,7
542,-4.08912,-2.63308,1,8
543,-5.12526,2.59575,1,6
544,-1.71164,2.12924,1,8
545,-0.8508,3.36955,1,7
546,4.81368,0.96101,1,9
547,2.257,1.78212,1,8
548,-3.37258,-0.57373,1,7
549,1.69569,5.5652,1,8
550,-0.60555,3.53708,1,7
551,2.08471,1.0705,1,7
552,-3.98673,-1.7912,1,8
553,-2.16851,-0.3365,1,7
554,2.5124,-2.09961,1,8
555,-3.6719,4.58304,1,6
556,-3.90043,-3.92915,1,6
557,-2.69238,0.14409,1,6
558,-1.3215,2.96864,1,7
559,1.88652,-0.7343,1,8
560,-2.96203,0.47003,1,7
561,-0.51787,5.41168,1,8
562,2.67228,-5.09772,1,5
563,4.13316,2.50195,1,7
564,0.81315,2.11497,1,7
565,3.79475,-2.18372,1,8
566,2.0846,4.52014,1,10
567,-2.06895,1.25138,1,5
568,3.05267,-3.54697,1,6
569,3.6495,-3.79918,1,8
570,-2.7521,2.77318,1,6
571,-4.83253,-2.60027,1,7
572,2.51814,-1.28015,1,5
573,-1.46951,-2.99953,1,7
574,-5.41339,-0.3355,1,7
575,-4.03672,-3.00967,1,6
576,5.32695,0.51582,1,8
577,2.69682,1.0032,1,6
578,-4.94337,-3.16079,1,7
579,-1.9418,-2.10988,1,7
580,-4.04631,-3.06582,1,6
581,-1.18381,3.35586,1,7
582,-4.17739,-1.40839,1,7
583,-5.75287,-0.13673,1,8
584,-0.88583,5.26445,1,7
585,4.96312,-1.70212,1,9
586,2.03477,1.36036,1,8
587,5.73592,-0.41311,1,7
588,5.63687,0.977,1,7
589,-0.10121,5.9543,1,7
590,0.546,2.40128,1,7
591,2.79533,2.71214,1,7
592,-1.40633,3.09066,1,8
593,-2.70157,4.85752,1,8
594,5.27772,2.17755,1,7
595,-2.43015,-3.65987,1,8
596,3.11703,0.0488,1,9
597,-0.95564,-1.72199,1,8
598,5.44654,-1.52243,1,6
599,4.80228,-3.3462,1,8
600,5.08213,-1.37562,1,6
