600 176 1 1 1 0.5 0.5 0.085 
30 24 1.23 118 11.8
3 0.8333333333333334 0.8333333333333334
0 0.0 0.0
119 -5.07385 -1.57838 7
120 4.9738 1.76945 7
121 -2.26406 4.59219 6
122 4.25648 -2.79459 6
123 -4.22408 -3.21008 8
124 -5.77424 1.33881 7
125 3.50016 -1.61609 7
126 -1.3145 1.82351 8
127 2.88775 1.41377 8
128 -2.99602 0.86541 6
129 -3.22849 -2.02444 7
130 1.66476 -5.17945 7
131 -1.40063 1.52199 7
132 -4.1428 -0.51584 8
133 4.16726 -3.51119 6
134 -2.2429 -2.47739 8
135 -0.30963 2.07218 6
136 2.93484 -1.34457 6
137 -2.04927 -0.96001 7
138 2.85161 -4.62394 7
139 0.98305 -2.65133 7
140 -1.40524 -2.62072 5
141 -1.65046 5.19809 7
142 -3.11061 -4.46332 6
143 3.52218 3.12019 7
144 -2.77795 -5.04037 6
145 -2.04037 -0.32539 6
146 -2.6109 5.29168 7
147 -4.33756 1.64498 7
148 -0.77145 3.44454 8
149 -5.39017 1.03134 7
150 -4.42554 2.21808 7
151 -5.95473 0.29254 7
152 2.38983 0.40803 7
153 3.62938 2.94679 9
154 2.59211 -3.38953 7
155 2.21435 4.40009 5
156 -1.20048 2.99526 6
157 1.56101 -4.39763 7
158 -3.40523 3.00371 8
159 -3.14079 2.16666 7
160 5.5281 1.34403 8
161 -3.86251 1.68343 6
162 -3.65407 -1.73993 8
163 -4.5345 1.7461 6
164 -3.29409 3.03171 8
165 2.51194 -3.83012 7
166 -4.08014 3.49737 7
167 4.14002 1.36884 9
168 -0.63367 2.99574 7
169 4.751 0.25001 9
170 2.72241 4.48363 7
171 4.83216 2.10014 9
172 5.38734 -2.59948 7
173 -3.05423 -0.54402 7
174 0.52913 4.04169 7
175 -3.04462 -2.69911 7
176 -0.28022 3.59525 7
177 -2.26904 -3.07106 6
178 -4.26844 -0.40117 7
179 -3.60063 2.75337 10
180 2.76433 -1.8868 7
181 -1.03384 -2.39081 5
182 3.33163 -1.15711 6
183 -0.37531 2.5914 8
184 -2.68376 2.40204 7
185 -2.41873 -4.3957 6
186 -4.35871 -0.68261 7
187 -0.81898 5.93596 6
188 3.80538 2.58843 8
189 2.15887 -4.01357 7
190 -2.59801 4.14483 7
191 5.17472 0.03814 8
192 -1.69906 -4.48853 7
193 -2.28669 4.10888 7
194 -0.54225 -4.73021 7
195 2.74721 2.58396 6
196 -0.24348 5.33173 7
197 4.06035 -2.48373 8
198 -2.70766 -2.31412 8
199 -2.69056 1.81685 6
200 1.34332 -1.68841 7
201 -1.73918 -3.31076 8
202 0.70464 1.47889 6
203 -0.36558 2.77611 6
204 1.51408 -1.41242 6
205 3.14483 -1.32206 5
206 -1.10447 -3.5758 7
207 -4.61675 -0.94308 7
208 4.51335 -2.83485 9
209 -2.5796 -4.08426 6
210 2.56674 -1.02522 8
211 -1.57828 -5.47024 7
212 1.06833 5.07603 6
213 3.11289 -3.05935 7
214 -4.77766 -1.0709 8
215 -2.4032 3.69721 7
216 0.30595 2.79883 7
217 -0.64323 4.8462 7
218 -5.74561 -1.60893 7
219 5.09026 1.52899 8
220 -1.90596 2.17769 4
221 -0.08165 2.5071 7
222 4.75151 3.32748 8
223 -5.74077 -0.0969 6
224 -3.23629 4.13055 5
225 3.81011 -3.66074 9
226 -2.62195 -0.44432 8
227 3.31502 4.32016 8
228 2.61305 1.38254 6
229 -2.48328 -1.1428 7
230 0.7348 -3.93052 7
231 1.11618 -4.3006 6
232 -5.41691 -1.20136 8
233 0.96183 -2.6006 7
234 -3.02111 -4.25119 8
235 -3.65756 -2.92327 9
236 4.17114 -3.2936 7
237 2.42446 4.07698 8
238 2.74785 5.21045 6
239 3.65057 -1.31941 6
240 1.53606 -4.08223 6
241 3.65781 -0.53793 7
242 -5.15795 -0.84463 6
243 -3.13631 1.59853 6
244 5.17635 -1.55384 7
245 -1.646 -1.56253 8
246 -2.76676 1.59646 9
247 -3.78161 1.65458 8
248 -2.52769 0.33884 8
249 2.8029 1.11628 7
250 3.06232 4.6124 7
251 1.49593 3.96237 7
252 -1.14827 -2.88305 4
253 4.14013 -3.69679 8
254 -4.1551 -2.09858 7
255 2.92965 3.88009 8
256 -2.13893 -5.26083 9
257 2.71376 4.35679 7
258 -3.27943 -0.6655 8
259 0.48008 1.53205 8
260 -0.75085 4.49785 6
261 3.51354 -3.71269 7
262 -5.11165 -1.82022 8
263 -0.03525 -2.94676 6
264 2.80657 3.97214 8
265 -5.49148 1.94159 6
266 -2.58325 2.07137 6
267 3.44434 -0.50767 8
268 -0.2218 -4.07017 8
269 2.05455 -4.16006 8
270 -2.52455 -5.41212 8
271 4.28946 1.92413 8
272 1.17936 -5.55209 7
273 -0.75602 -4.88114 7
274 -1.34558 -4.04916 7
275 -3.18492 1.55518 7
276 -0.52724 3.71357 6
277 -5.33311 0.1903 7
278 -2.38488 1.5979 9
279 2.06669 1.62299 6
280 0.43448 -3.04163 7
281 -2.61858 -4.23897 7
282 2.24997 3.1181 7
283 -2.30225 -1.97968 8
284 3.48168 -1.13541 8
285 -2.19077 -0.45336 6
286 3.95842 1.14628 7
287 5.32698 -1.11883 7
288 -2.46468 -3.34976 6
289 -4.13337 0.51184 7
290 1.70703 -0.51492 7
291 -3.21922 1.14109 8
292 0.49058 2.13221 6
293 1.96448 0.04447 6
294 1.56443 -5.38039 5
295 3.06158 4.12128 6
296 1.59987 -5.26476 7
297 2.26393 1.26894 6
298 -2.55381 -2.83839 7
299 5.6885 0.84381 9
300 -0.7494 -4.03921 7
301 5.76468 0.50916 7
302 4.69341 -3.55922 7
303 -1.33792 -0.82643 6
304 1.09161 -3.95851 9
305 4.15855 -2.15326 7
306 -3.29953 -1.77088 8
307 -3.67162 -1.20844 7
308 3.39973 -1.64342 5
309 -1.13951 -2.95785 8
310 0.46633 -1.70625 5
311 4.05005 -2.94588 8
312 5.9919 -0.21679 7
313 -1.73897 -0.72112 7
314 3.53532 4.32967 8
315 4.39252 1.15154 7
316 0.92835 -1.43072 6
317 1.78984 1.17006 7
318 -3.82182 -2.31897 8
319 -2.40389 0.01489 7
320 1.38092 -3.2145 7
321 -2.31788 2.48054 7
322 2.998 5.10098 7
323 1.84544 3.83348 7
324 2.54899 2.31894 5
325 -5.7809 -0.70486 6
326 5.32502 2.55366 6
327 0.01031 2.62762 6
328 0.31734 2.60172 7
329 3.55986 4.42849 6
330 -0.49584 -4.11056 8
331 1.61064 -5.11739 8
332 -0.29114 -5.14932 5
333 -3.88848 3.02886 6
334 2.39969 3.15967 9
335 -1.05381 -5.34217 7
336 -2.62727 -3.30583 7
337 -4.21329 -0.92419 7
338 0.15381 2.348 9
339 -0.03344 3.84259 8
340 -5.39035 -1.76102 7
341 0.74522 -3.02139 7
342 -3.75996 3.65904 8
343 -5.01121 -2.08843 6
344 2.97383 -0.20125 8
345 -3.27885 4.15987 7
346 1.33303 -4.76009 6
347 -5.08763 -3.04759 6
348 -2.98852 2.5345 8
349 -5.26107 -0.33386 7
350 5.05008 2.28695 8
351 -3.3268 -1.99402 7
352 1.5516 -2.71882 9
353 3.48061 1.6011 7
354 -2.97103 -3.93141 7
355 3.13901 1.04089 7
356 4.23598 3.64429 6
357 -2.45017 -2.49186 8
358 -5.16968 -1.14479 5
359 0.15984 -5.29592 8
360 -2.44848 3.6436 8
361 4.25714 3.69194 7
362 -1.56195 -4.02398 6
363 -2.04812 -4.37282 7
364 3.61263 -0.87673 7
365 -1.60818 -3.93422 8
366 1.80835 -1.02596 8
367 1.44749 -4.20677 7
368 -3.62589 -2.06443 7
369 -3.39417 -0.90568 8
370 2.31194 1.65516 7
371 1.73372 3.27744 7
372 -2.7788 -2.11647 7
373 -2.76046 2.62021 8
374 4.00984 3.66969 8
375 2.07396 -5.30803 7
376 -3.97168 4.1663 7
377 3.66026 1.755 8
378 4.50173 3.50814 8
379 4.37785 1.70243 6
380 1.2255 5.86377 8
381 -2.39567 -0.83943 8
382 -5.2708 -0.10837 8
383 1.44794 4.47298 7
384 3.09746 3.16581 8
385 -5.20247 0.8798 8
386 -3.99329 -3.79828 6
387 -5.49148 0.378 7
388 -3.7187 -0.18779 8
389 3.40434 -1.87306 8
390 2.49232 -4.01612 7
391 -0.0295 -1.92251 6
392 -4.33658 3.30763 8
393 -4.23934 -2.01402 6
394 -0.60762 -4.10476 6
395 -4.50351 1.87229 8
396 3.84019 -1.8303 7
397 -2.73851 -4.67896 7
398 3.37203 -3.60895 8
399 2.37757 -5.20089 7
400 1.4936 -5.72846 7
401 -0.82376 -3.82577 8
402 -3.54403 -4.49906 8
403 4.28657 0.88654 9
404 4.9736 0.45508 8
405 -5.66615 -0.30757 6
406 -2.00652 -0.44092 6
407 2.67666 2.24347 9
408 2.82731 -0.50346 8
409 0.15267 1.94892 8
410 0.26883 -3.70321 6
411 -4.9697 2.90634 8
412 -3.13345 0.98012 6
413 1.0454 -2.22984 9
414 5.75206 -0.9752 7
415 4.19503 1.14061 7
416 -0.23047 -4.25674 8
417 -2.94944 -4.09459 8
418 -5.30456 -1.29935 7
419 -2.35118 2.09286 6
420 -3.01309 0.02676 5
421 -0.57257 4.031 9
422 5.07013 -2.26938 7
423 3.86127 4.31636 7
424 1.68809 2.41381 6
425 -1.30519 -4.88014 7
426 -4.06089 0.89848 6
427 -3.73904 -4.23152 8
428 -2.65646 -2.27378 7
429 -0.66271 -3.30608 6
430 1.08061 1.35 6
431 -1.63473 -5.38384 7
432 -1.35057 2.4557 8
433 -1.21713 -3.18889 7
434 -1.92088 2.62181 7
435 2.62801 -5.1442 7
436 1.27347 -1.83935 8
437 -2.44498 -2.76302 7
438 -0.53406 4.99294 6
439 -2.34415 1.53061 7
440 -3.03056 3.54425 7
441 1.68675 3.70635 8
442 1.50002 0.66589 6
443 -3.43946 -3.30045 7
444 -3.56137 1.12921 8
445 2.79574 1.25415 8
446 -4.06129 -4.32056 6
447 -4.50148 -3.20972 4
448 -4.12303 -0.62812 5
449 2.78486 2.31013 8
450 -1.61455 0.345 7
451 -5.17602 -0.17648 6
452 2.45368 2.28427 7
453 -0.02565 4.41802 7
454 4.83437 -0.08385 9
455 5.19198 -0.839 7
456 2.17036 -1.69617 7
457 -2.30493 0.13867 8
458 -0.60319 -5.29254 6
459 1.56909 1.23477 7
460 -3.58315 1.77042 7
461 -0.60494 -1.76064 7
462 -1.09966 2.83789 7
463 1.62163 -2.45204 7
464 1.54003 -5.31272 7
465 -1.04549 5.12164 7
466 3.11774 0.88744 7
467 -3.29094 -3.34708 7
468 0.43225 4.3308 6
469 0.00072 -2.30797 7
470 -3.50952 -1.41761 7
471 3.51277 -3.90469 7
472 2.28941 1.16384 7
473 -3.01742 1.11438 7
474 2.35478 -2.95539 6
475 0.6832 -1.38527 7
476 2.6698 -4.60719 7
477 3.48267 1.85887 8
478 -4.83534 0.6515 6
479 -3.6868 -2.53202 6
480 -5.17963 -1.31343 6
481 4.93552 0.35589 5
482 0.48782 -3.9332 8
483 -0.1226 -2.53151 7
484 -4.0667 0.14878 6
485 0.92307 1.25554 8
486 1.04635 1.94763 7
487 5.48928 0.35189 7
488 -4.21862 -1.37631 7
489 -1.57607 -5.1374 7
490 -2.48162 -4.58656 8
491 -4.41247 -0.77031 8
492 -4.54002 2.48685 7
493 -1.65089 -5.60166 7
494 -5.55733 -1.83723 6
495 -2.80035 -1.73063 7
496 4.75128 3.21455 6
497 4.21894 -0.58961 8
498 3.0225 0.38394 8
499 -2.17301 -3.37202 8
500 -1.08552 -4.55843 5
501 -4.65838 3.24858 6
502 -1.38263 -5.55223 6
503 4.45655 -1.13208 7
504 -0.49922 -5.40763 9
505 1.24566 -4.30766 8
506 0.48847 2.28479 7
507 -3.21415 -2.57399 9
508 1.06262 4.97169 6
509 -3.35166 -4.05984 7
510 2.91526 -4.07784 7
511 -1.14458 1.00547 8
512 1.03904 4.91928 7
513 4.8785 -3.39498 7
514 -0.3566 3.05151 6
515 -1.52162 4.89957 8
516 2.97385 -0.2797 9
517 5.0094 -1.73922 8
518 3.22447 -4.84107 9
519 2.17076 2.13649 6
520 1.14342 -5.37893 7
521 -3.03911 1.76454 7
522 -5.00838 2.62487 5
523 -0.35446 1.78795 8
524 -1.24301 5.118 6
525 0.91559 2.94621 8
526 -1.80474 3.37274 6
527 2.58194 0.95196 6
528 -4.36903 3.22683 9
529 -3.00199 -0.15368 7
530 3.7684 -0.12719 8
531 1.35399 3.5715 8
532 -1.19294 -3.13939 8
533 -0.27857 3.11926 6
534 -1.98706 4.85113 7
535 4.24933 -1.91829 7
536 -5.00765 -1.81419 7
537 1.50882 -2.2958 8
538 4.44121 -0.96001 7
539 -2.10627 -0.70971 8
540 1.39867 -1.90135 8
541 3.66983 -1.83342 7
542 -4.16649 2.20879 7
543 3.94215 3.30094 7
544 -4.59968 0.52217 7
545 -0.6375 2.10809 6
546 2.52717 -2.92979 8
547 4.91276 -1.73776 9
548 5.61556 1.67228 7
549 -5.58578 1.26642 7
550 0.94344 4.23687 6
551 -5.77202 0.71256 7
552 2.87857 1.56462 6
553 -2.15485 4.29274 8
554 4.07724 3.37213 7
555 -1.28415 0.81093 7
556 2.10965 0.75559 7
557 -1.6051 -3.24244 8
558 2.6862 -1.52845 8
559 2.14127 -1.8876 9
560 -4.56886 0.00991 7
561 3.84871 3.00415 8
562 1.70236 -3.96505 7
563 -4.94171 -1.19986 8
564 1.32699 3.35072 8
565 -2.40408 -2.97017 5
566 0.74409 -2.48695 8
567 -1.19366 2.8543 8
568 -0.62211 -4.27703 7
569 -2.75944 4.74623 7
570 0.57839 -4.23058 9
571 -4.98761 -2.67974 7
572 3.38467 -4.73462 7
573 -0.33653 5.30787 6
574 0.47618 -5.32118 8
575 -0.40373 1.60662 6
576 -5.00234 0.78134 6
577 1.32868 -1.28177 7
578 -2.12228 -4.81902 7
579 1.92313 -3.59068 5
580 -1.73632 -1.43459 7
581 -4.3992 -3.78145 8
582 2.67139 -1.16809 7
583 1.02969 5.79679 8
584 2.51827 -4.72976 8
585 -4.17715 -3.99278 7
586 3.21299 -3.61309 8
587 3.73095 -0.45005 7
588 -1.01523 4.98143 8
589 3.44782 -2.4298 7
590 1.67244 4.92411 8
591 -4.61023 3.6311 8
592 2.00289 -0.3918 6
593 1.33465 2.46094 7
594 -1.42528 3.83968 8
595 1.49896 -0.96412 7
596 -2.79692 2.562 7
597 -4.0156 -0.63814 9
598 -0.21481 2.84503 7
599 -1.91488 -0.01838 8
600 -4.8332 -0.56977 7
601 -6.85473 0.57154
602 -5.95473 -3.02846
603 -5.95473 -2.12846
604 -5.95473 -1.22846
605 -5.95473 -0.32846
606 -5.95473 0.57154
607 -5.95473 1.47154
608 -5.95473 2.37154
609 -5.95473 3.27154
610 -5.05473 -3.92846
611 -5.05473 -3.02846
612 -5.05473 -2.12846
613 -5.05473 -1.22846
614 -5.05473 -0.32846
615 -5.05473 0.57154
616 -5.05473 1.47154
617 -5.05473 2.37154
618 -5.05473 3.27154
619 -5.05473 4.17154
620 -4.15473 -4.82846
621 -4.15473 -3.92846
622 -4.15473 -3.02846
623 -4.15473 -2.12846
624 -4.15473 -1.22846
625 -4.15473 -0.32846
626 -4.15473 0.57154
627 -4.15473 1.47154
628 -4.15473 2.37154
629 -4.15473 3.27154
630 -4.15473 4.17154
631 -4.15473 5.07154
632 -3.25473 -5.72846
633 -3.25473 -4.82846
634 -3.25473 -3.92846
635 -3.25473 -3.02846
636 -3.25473 -2.12846
637 -3.25473 -1.22846
638 -3.25473 -0.32846
639 -3.25473 0.57154
640 -3.25473 1.47154
641 -3.25473 2.37154
642 -3.25473 3.27154
643 -3.25473 4.17154
644 -3.25473 5.07154
645 -3.25473 5.97154
646 -2.35473 -5.72846
647 -2.35473 -4.82846
648 -2.35473 -3.92846
649 -2.35473 -3.02846
650 -2.35473 -2.12846
651 -2.35473 -1.22846
652 -2.35473 -0.32846
653 -2.35473 0.57154
654 -2.35473 1.47154
655 -2.35473 2.37154
656 -2.35473 3.27154
657 -2.35473 4.17154
658 -2.35473 5.07154
659 -2.35473 5.97154
660 -1.45473 -5.72846
661 -1.45473 -4.82846
662 -1.45473 -3.92846
663 -1.45473 -3.02846
664 -1.45473 -2.12846
665 -1.45473 -1.22846
666 -1.45473 -0.32846
667 -1.45473 0.57154
668 -1.45473 1.47154
669 -1.45473 2.37154
670 -1.45473 3.27154
671 -1.45473 4.17154
672 -1.45473 5.07154
673 -1.45473 5.97154
674 -0.55473 -5.72846
675 -0.55473 -4.82846
676 -0.55473 -3.92846
677 -0.55473 -3.02846
678 -0.55473 -2.12846
679 -0.55473 -1.22846
680 -0.55473 -0.32846
681 -0.55473 0.57154
682 -0.55473 1.47154
683 -0.55473 2.37154
684 -0.55473 3.27154
685 -0.55473 4.17154
686 -0.55473 5.07154
687 -0.55473 5.97154
688 0.34527 -5.72846
689 0.34527 -4.82846
690 0.34527 -3.92846
691 0.34527 -3.02846
692 0.34527 -2.12846
693 0.34527 -1.22846
694 0.34527 0.57154
695 0.34527 1.47154
696 0.34527 2.37154
697 0.34527 3.27154
698 0.34527 4.17154
699 0.34527 5.07154
700 0.34527 5.97154
701 1.24527 -6.62846
702 1.24527 -5.72846
703 1.24527 -4.82846
704 1.24527 -3.92846
705 1.24527 -3.02846
706 1.24527 -2.12846
707 1.24527 -1.22846
708 1.24527 -0.32846
709 1.24527 0.57154
710 1.24527 1.47154
711 1.24527 2.37154
712 1.24527 3.27154
713 1.24527 4.17154
714 1.24527 5.07154
715 1.24527 5.97154
716 2.14527 -5.72846
717 2.14527 -4.82846
718 2.14527 -3.92846
719 2.14527 -3.02846
720 2.14527 -2.12846
721 2.14527 -1.22846
722 2.14527 -0.32846
723 2.14527 0.57154
724 2.14527 1.47154
725 2.14527 2.37154
726 2.14527 3.27154
727 2.14527 4.17154
728 2.14527 5.07154
729 2.14527 5.97154
730 3.04527 -5.72846
731 3.04527 -4.82846
732 3.04527 -3.92846
733 3.04527 -3.02846
734 3.04527 -2.12846
735 3.04527 -1.22846
736 3.04527 -0.32846
737 3.04527 0.57154
738 3.04527 1.47154
739 3.04527 2.37154
740 3.04527 3.27154
741 3.04527 4.17154
742 3.04527 5.07154
743 3.04527 5.97154
744 3.94527 -4.82846
745 3.94527 -3.92846
746 3.94527 -3.02846
747 3.94527 -2.12846
748 3.94527 -1.22846
749 3.94527 -0.32846
750 3.94527 0.57154
751 3.94527 1.47154
752 3.94527 2.37154
753 3.94527 3.27154
754 3.94527 4.17154
755 3.94527 5.07154
756 4.84527 -3.92846
757 4.84527 -3.02846
758 4.84527 -2.12846
759 4.84527 -1.22846
760 4.84527 -0.32846
761 4.84527 0.57154
762 4.84527 1.47154
763 4.84527 2.37154
764 4.84527 3.27154
765 4.84527 4.17154
766 5.74527 -3.02846
767 5.74527 -2.12846
768 5.74527 -1.22846
769 5.74527 -0.32846
770 5.74527 0.57154
771 5.74527 1.47154
772 5.74527 2.37154
773 5.74527 3.27154
774 6.64527 -1.22846
775 6.64527 -0.32846
776 6.64527 0.57154
777 0.0 0.0
778 0.0 0.0
779 0.0 0.0
780 1.0 0.0
