passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
133,4.16726,-3.51119,1,6
134,-2.2429,-2.47739,1,8
135,-0.30963,2.07218,1,6
136,2.93484,-1.34457,1,6
137,-2.04927,-0.96001,1,7
138,2.85161,-4.62394,1,7
139,0.98305,-2.65133,1,7
140,-1.40524,-2.62072,1,5
141,-1.65046,5.19809,1,7
142,-3.11061,-4.46332,1,6
143,3.52218,3.12019,1,7
144,-2.77795,-5.04037,1,6
145,-2.04037,-0.32539,1,6
146,-2.6109,5.29168,1,7
147,-4.33756,1.64498,1,7
148,-0.77145,3.44454,1,8
149,-5.39017,1.03134,1,7
150,-4.42554,2.21808,1,7
151,-5.95473,0.29254,1,7
152,2.38983,0.40803,1,7
153,3.62938,2.94679,1,9
154,2.59211,-3.38953,1,7
155,2.21435,4.40009,1,5
156,-1.20048,2.99526,1,6
157,1.56101,-4.39763,1,7
158,-3.40523,3.00371,1,8
159,-3.14079,2.16666,1,7
160,5.5281,1.34403,1,8
161,-3.86251,1.68343,1,6
162,-3.65407,-1.73993,1,8
163,-4.5345,1.7461,1,6
164,-3.29409,3.03171,1,8
165,2.51194,-3.83012,1,7
166,-4.08014,3.49737,1,7
167,4.14002,1.36884,1,9
168,-0.63367,2.99574,1,7
169,4.751,0.25001,1,9
170,2.72241,4.48363,1,7
171,4.83216,2.10014,1,9
172,5.38734,-2.59948,1,7
173,-3.05423,-0.54402,1,7
174,0.52913,4.04169,1,7
175,-3.04462,-2.69911,1,7
176,-0.28022,3.59525,1,7
177,-2.26904,-3.07106,1,6
178,-4.26844,-0.40117,1,7
179,-3.60063,2.75337,1,10
180,2.76433,-1.8868,1,7
181,-1.03384,-2.39081,1,5
182,3.33163,-1.15711,1,6
183,-0.37531,2.5914,1,8
184,-2.68376,2.40204,1,7
185,-2.41873,-4.3957,1,6
186,-4.35871,-0.68261,1,7
187,-0.81898,5.93596,1,6
188,3.80538,2.58843,1,8
189,2.15887,-4.01357,1,7
190,-2.59801,4.14483,1,7
191,5.17472,0.03814,1,8
192,-1.69906,-4.48853,1,7
193,-2.28669,4.10888,1,7
194,-0.54225,-4.73021,1,7
195,2.74721,2.58396,1,6
196,-0.24348,5.33173,1,7
197,4.06035,-2.48373,1,8
198,-2.70766,-2.31412,1,8
199,-2.69056,1.81685,1,6
200,1.34332,-1.68841,1,7
201,-1.73918,-3.31076,1,8
202,0.70464,1.47889,1,6
203,-0.36558,2.77611,1,6
204,1.51408,-1.41242,1,6
205,3.14483,-1.32206,1,5
206,-1.10447,-3.5758,1,7
207,-4.61675,-0.94308,1,7
208,4.51335,-2.83485,1,9
209,-2.5796,-4.08426,1,6
210,2.56674,-1.02522,1,8
211,-1.57828,-5.47024,1,7
212,1.06833,5.07603,1,6
213,3.11289,-3.05935,1,7
214,-4.77766,-1.0709,1,8
215,-2.4032,3.69721,1,7
216,0.30595,2.79883,1,7
217,-0.64323,4.8462,1,7
218,-5.74561,-1.60893,1,7
219,5.09026,1.52899,1,8
220,-1.90596,2.17769,1,4
221,-0.08165,2.5071,1,7
222,4.75151,3.32748,1,8
223,-5.74077,-0.0969,1,6
224,-3.23629,4.13055,1,5
225,3.81011,-3.66074,1,9
226,-2.62195,-0.44432,1,8
227,3.31502,4.32016,1,8
228,2.61305,1.38254,1,6
229,-2.48328,-1.1428,1,7
230,0.7348,-3.93052,1,7
231,1.11618,-4.3006,1,6
232,-5.41691,-1.20136,1,8
233,0.96183,-2.6006,1,7
234,-3.02111,-4.25119,1,8
235,-3.65756,-2.92327,1,9
236,4.17114,-3.2936,1,7
237,2.42446,4.07698,1,8
238,2.74785,5.21045,1,6
239,3.65057,-1.31941,1,6
240,1.53606,-4.08223,1,6
241,3.65781,-0.53793,1,7
242,-5.15795,-0.84463,1,6
243,-3.13631,1.59853,1,6
244,5.17635,-1.55384,1,7
245,-1.646,-1.56253,1,8
246,-2.76676,1.59646,1,9
247,-3.78161,1.65458,1,8
248,-2.52769,0.33884,1,8
249,2.8029,1.11628,1,7
250,3.06232,4.6124,1,7
251,1.49593,3.96237,1,7
252,-1.14827,-2.88305,1,4
253,4.14013,-3.69679,1,8
254,-4.1551,-2.09858,1,7
255,2.92965,3.88009,1,8
256,-2.13893,-5.26083,1,9
257,2.71376,4.35679,1,7
258,-3.27943,-0.6655,1,8
259,0.48008,1.53205,1,8
260,-0.75085,4.49785,1,6
261,3.51354,-3.71269,1,7
262,-5.11165,-1.82022,1,8
263,-0.03525,-2.94676,1,6
264,2.80657,3.97214,1,8
265,-5.49148,1.94159,1,6
266,-2.58325,2.07137,1,6
267,3.44434,-0.50767,1,8
268,-0.2218,-4.07017,1,8
269,2.05455,-4.16006,1,8
270,-2.52455,-5.41212,1,8
271,4.28946,1.92413,1,8
272,1.17936,-5.55209,1,7
273,-0.75602,-4.88114,1,7
274,-1.34558,-4.04916,1,7
275,-3.18492,1.55518,1,7
276,-0.52724,3.71357,1,6
277,-5.33311,0.1903,1,7
278,-2.38488,1.5979,1,9
279,2.06669,1.62299,1,6
280,0.43448,-3.04163,1,7
281,-2.61858,-4.23897,1,7
282,2.24997,3.1181,1,7
283,-2.30225,-1.97968,1,8
284,3.48168,-1.13541,1,8
285,-2.19077,-0.45336,1,6
286,3.95842,1.14628,1,7
287,5.32698,-1.11883,1,7
288,-2.46468,-3.34976,1,6
289,-4.13337,0.51184,1,7
290,1.70703,-0.51492,1,7
291,-3.21922,1.14109,1,8
292,0.49058,2.13221,1,6
293,1.96448,0.04447,1,6
294,1.56443,-5.38039,1,5
295,3.06158,4.12128,1,6
296,1.59987,-5.26476,1,7
297,2.26393,1.26894,1,6
298,-2.55381,-2.83839,1,7
299,5.6885,0.84381,1,9
300,-0.7494,-4.03921,1,7
301,5.76468,0.50916,1,7
302,4.69341,-3.55922,1,7
303,-1.33792,-0.82643,1,6
304,1.09161,-3.95851,1,9
305,4.15855,-2.15326,1,7
306,-3.29953,-1.77088,1,8
307,-3.67162,-1.20844,1,7
308,3.39973,-1.64342,1,5
309,-1.13951,-2.95785,1,8
310,0.46633,-1.70625,1,5
311,4.05005,-2.94588,1,8
312,5.9919,-0.21679,1,7
313,-1.73897,-0.72112,1,7
314,3.53532,4.32967,1,8
315,4.39252,1.15154,1,7
316,0.92835,-1.43072,1,6
317,1.78984,1.17006,1,7
318,-3.82182,-2.31897,1,8
319,-2.40389,0.01489,1,7
320,1.38092,-3.2145,1,7
321,-2.31788,2.48054,1,7
322,2.998,5.10098,1,7
323,1.84544,3.83348,1,7
324,2.54899,2.31894,1,5
325,-5.7809,-0.70486,1,6
326,5.32502,2.55366,1,6
327,0.01031,2.62762,1,6
328,0.31734,2.60172,1,7
329,3.55986,4.42849,1,6
330,-0.49584,-4.11056,1,8
331,1.61064,-5.11739,1,8
332,-0.29114,-5.14932,1,5
333,-3.88848,3.02886,1,6
334,2.39969,3.15967,1,9
335,-1.05381,-5.34217,1,7
336,-2.62727,-3.30583,1,7
337,-4.21329,-0.92419,1,7
338,0.15381,2.348,1,9
339,-0.03344,3.84259,1,8
340,-5.39035,-1.76102,1,7
341,0.74522,-3.02139,1,7
342,-3.75996,3.65904,1,8
343,-5.01121,-2.08843,1,6
344,2.97383,-0.20125,1,8
345,-3.27885,4.15987,1,7
346,1.33303,-4.76009,1,6
347,-5.08763,-3.04759,1,6
348,-2.98852,2.5345,1,8
349,-5.26107,-0.33386,1,7
350,5.05008,2.28695,1,8
351,-3.3268,-1.99402,1,7
352,1.5516,-2.71882,1,9
353,3.48061,1.6011,1,7
354,-2.97103,-3.93141,1,7
355,3.13901,1.04089,1,7
356,4.23598,3.64429,1,6
357,-2.45017,-2.49186,1,8
358,-5.16968,-1.14479,1,5
359,0.15984,-5.29592,1,8
360,-2.44848,3.6436,1,8
361,4.25714,3.69194,1,7
362,-1.56195,-4.02398,1,6
363,-2.04812,-4.37282,1,7
364,3.61263,-0.87673,1,7
365,-1.60818,-3.93422,1,8
366,1.80835,-1.02596,1,8
367,1.44749,-4.20677,1,7
368,-3.62589,-2.06443,1,7
369,-3.39417,-0.90568,1,8
370,2.31194,1.65516,1,7
371,1.73372,3.27744,1,7
372,-2.7788,-2.11647,1,7
373,-2.76046,2.62021,1,8
374,4.00984,3.66969,1,8
375,2.07396,-5.30803,1,7
376,-3.97168,4.1663,1,7
377,3.66026,1.755,1,8
378,4.50173,3.50814,1,8
379,4.37785,1.70243,1,6
380,1.2255,5.86377,1,8
381,-2.39567,-0.83943,1,8
382,-5.2708,-0.10837,1,8
383,1.44794,4.47298,1,7
384,3.09746,3.16581,1,8
385,-5.20247,0.8798,1,8
386,-3.99329,-3.79828,1,6
387,-5.49148,0.378,1,7
388,-3.7187,-0.18779,1,8
389,3.40434,-1.87306,1,8
390,2.49232,-4.01612,1,7
391,-0.0295,-1.92251,1,6
392,-4.33658,3.30763,1,8
393,-4.23934,-2.01402,1,6
394,-0.60762,-4.10476,1,6
395,-4.50351,1.87229,1,8
396,3.84019,-1.8303,1,7
397,-2.73851,-4.67896,1,7
398,3.37203,-3.60895,1,8
399,2.37757,-5.20089,1,7
400,1.4936,-5.72846,1,7
401,-0.82376,-3.82577,1,8
402,-3.54403,-4.49906,1,8
403,4.28657,0.88654,1,9
404,4.9736,0.45508,1,8
405,-5.66615,-0.30757,1,6
406,-2.00652,-0.44092,1,6
407,2.67666,2.24347,1,9
408,2.82731,-0.50346,1,8
409,0.15267,1.94892,1,8
410,0.26883,-3.70321,1,6
411,-4.9697,2.90634,1,8
412,-3.13345,0.98012,1,6
413,1.0454,-2.22984,1,9
414,5.75206,-0.9752,1,7
415,4.19503,1.14061,1,7
416,-0.23047,-4.25674,1,8
417,-2.94944,-4.09459,1,8
418,-5.30456,-1.29935,1,7
419,-2.35118,2.09286,1,6
420,-3.01309,0.02676,1,5
421,-0.57257,4.031,1,9
422,5.07013,-2.26938,1,7
423,3.86127,4.31636,1,7
424,1.68809,2.41381,1,6
425,-1.30519,-4.88014,1,7
426,-4.06089,0.89848,1,6
427,-3.73904,-4.23152,1,8
428,-2.65646,-2.27378,1,7
429,-0.66271,-3.30608,1,6
430,1.08061,1.35,1,6
431,-1.63473,-5.38384,1,7
432,-1.35057,2.4557,1,8
433,-1.21713,-3.18889,1,7
434,-1.92088,2.62181,1,7
435,2.62801,-5.1442,1,7
436,1.27347,-1.83935,1,8
437,-2.44498,-2.76302,1,7
438,-0.53406,4.99294,1,6
439,-2.34415,1.53061,1,7
440,-3.03056,3.54425,1,7
441,1.68675,3.70635,1,8
442,1.50002,0.66589,1,6
443,-3.43946,-3.30045,1,7
444,-3.56137,1.12921,1,8
445,2.79574,1.25415,1,8
446,-4.06129,-4.32056,1,6
447,-4.50148,-3.20972,1,4
448,-4.12303,-0.62812,1,5
449,2.78486,2.31013,1,8
450,-1.61455,0.345,1,7
451,-5.17602,-0.17648,1,6
452,2.45368,2.28427,1,7
453,-0.02565,4.41802,1,7
454,4.83437,-0.08385,1,9
455,5.19198,-0.839,1,7
456,2.17036,-1.69617,1,7
457,-2.30493,0.13867,1,8
458,-0.60319,-5.29254,1,6
459,1.56909,1.23477,1,7
460,-3.58315,1.77042,1,7
461,-0.60494,-1.76064,1,7
462,-1.09966,2.83789,1,7
463,1.62163,-2.45204,1,7
464,1.54003,-5.31272,1,7
465,-1.04549,5.12164,1,7
466,3.11774,0.88744,1,7
467,-3.29094,-3.34708,1,7
468,0.43225,4.3308,1,6
469,0.00072,-2.30797,1,7
470,-3.50952,-1.41761,1,7
471,3.51277,-3.90469,1,7
472,2.28941,1.16384,1,7
473,-3.01742,1.11438,1,7
474,2.35478,-2.95539,1,6
475,0.6832,-1.38527,1,7
476,2.6698,-4.60719,1,7
477,3.48267,1.85887,1,8
478,-4.83534,0.6515,1,6
479,-3.6868,-2.53202,1,6
480,-5.17963,-1.31343,1,6
481,4.93552,0.35589,1,5
482,0.48782,-3.9332,1,8
483,-0.1226,-2.53151,1,7
484,-4.0667,0.14878,1,6
485,0.92307,1.25554,1,8
486,1.04635,1.94763,1,7
487,5.48928,0.35189,1,7
488,-4.21862,-1.37631,1,7
489,-1.57607,-5.1374,1,7
490,-2.48162,-4.58656,1,8
491,-4.41247,-0.77031,1,8
492,-4.54002,2.48685,1,7
493,-1.65089,-5.60166,1,7
494,-5.55733,-1.83723,1,6
495,-2.80035,-1.73063,1,7
496,4.75128,3.21455,1,6
497,4.21894,-0.58961,1,8
498,3.0225,0.38394,1,8
499,-2.17301,-3.37202,1,8
500,-1.08552,-4.55843,1,5
501,-4.65838,3.24858,1,6
502,-1.38263,-5.55223,1,6
503,4.45655,-1.13208,1,7
504,-0.49922,-5.40763,1,9
505,1.24566,-4.30766,1,8
506,0.48847,2.28479,1,7
507,-3.21415,-2.57399,1,9
508,1.06262,4.97169,1,6
509,-3.35166,-4.05984,1,7
510,2.91526,-4.07784,1,7
511,-1.14458,1.00547,1,8
512,1.03904,4.91928,1,7
513,4.8785,-3.39498,1,7
514,-0.3566,3.05151,1,6
515,-1.52162,4.89957,1,8
516,2.97385,-0.2797,1,9
517,5.0094,-1.73922,1,8
518,3.22447,-4.84107,1,9
519,2.17076,2.13649,1,6
520,1.14342,-5.37893,1,7
521,-3.03911,1.76454,1,7
522,-5.00838,2.62487,1,5
523,-0.35446,1.78795,1,8
524,-1.24301,5.118,1,6
525,0.91559,2.94621,1,8
526,-1.80474,3.37274,1,6
527,2.58194,0.95196,1,6
528,-4.36903,3.22683,1,9
529,-3.00199,-0.15368,1,7
530,3.7684,-0.12719,1,8
531,1.35399,3.5715,1,8
532,-1.19294,-3.13939,1,8
533,-0.27857,3.11926,1,6
534,-1.98706,4.85113,1,7
535,4.24933,-1.91829,1,7
536,-5.00765,-1.81419,1,7
537,1.50882,-2.2958,1,8
538,4.44121,-0.96001,1,7
539,-2.10627,-0.70971,1,8
540,1.39867,-1.90135,1,8
541,3.66983,-1.83342,1,7
542,-4.16649,2.20879,1,7
543,3.94215,3.30094,1,7
544,-4.59968,0.52217,1,7
545,-0.6375,2.10809,1,6
546,2.52717,-2.92979,1,8
547,4.91276,-1.73776,1,9
548,5.61556,1.67228,1,7
549,-5.58578,1.26642,1,7
550,0.94344,4.23687,1,6
551,-5.77202,0.71256,1,7
552,2.87857,1.56462,1,6
553,-2.15485,4.29274,1,8
554,4.07724,3.37213,1,7
555,-1.28415,0.81093,1,7
556,2.10965,0.75559,1,7
557,-1.6051,-3.24244,1,8
558,2.6862,-1.52845,1,8
559,2.14127,-1.8876,1,9
560,-4.56886,0.00991,1,7
561,3.84871,3.00415,1,8
562,1.70236,-3.96505,1,7
563,-4.94171,-1.19986,1,8
564,1.32699,3.35072,1,8
565,-2.40408,-2.97017,1,5
566,0.74409,-2.48695,1,8
567,-1.19366,2.8543,1,8
568,-0.62211,-4.27703,1,7
569,-2.75944,4.74623,1,7
570,0.57839,-4.23058,1,9
571,-4.98761,-2.67974,1,7
572,3.38467,-4.73462,1,7
573,-0.33653,5.30787,1,6
574,0.47618,-5.32118,1,8
575,-0.40373,1.60662,1,6
576,-5.00234,0.78134,1,6
577,1.32868,-1.28177,1,7
578,-2.12228,-4.81902,1,7
579,1.92313,-3.59068,1,5
580,-1.73632,-1.43459,1,7
581,-4.3992,-3.78145,1,8
582,2.67139,-1.16809,1,7
583,1.02969,5.79679,1,8
584,2.51827,-4.72976,1,8
585,-4.17715,-3.99278,1,7
586,3.21299,-3.61309,1,8
587,3.73095,-0.45005,1,7
588,-1.01523,4.98143,1,8
589,3.44782,-2.4298,1,7
590,1.67244,4.92411,1,8
591,-4.61023,3.6311,1,8
592,2.00289,-0.3918,1,6
593,1.33465,2.46094,1,7
594,-1.42528,3.83968,1,8
595,1.49896,-0.96412,1,7
596,-2.79692,2.562,1,7
597,-4.0156,-0.63814,1,9
598,-0.21481,2.84503,1,7
599,-1.91488,-0.01838,1,8
600,-4.8332,-0.56977,1,7
